sentence,label
"	As for maintaining my well-being psychologically, I will treat myself with kindness and respect and avoid self-criticism, so that I can see my value. I will also make time for my hobbies ",2
"	As for the afternoon time, what will I do? When my son takes nap, I will do my assignment such as find information on the internet and read texts. Sometimes, in order to discuss homework, my group members will follow my time and wait for me until afternoon to discuss together through Google Meet. Google Meet is a platform that allows us to communicate face to face during MCO. During discussing of our group assignment, we will share the information we found and give opinions. After that, we will assign work to everyone and stipulate the time to submit our assignment, so that we can hand in on time. Besides that, I will also use the afternoon time to visit one-stop shop to buy daily necessities and groceries such as fruits, vegetables, meat and others. This saves time and money because the goods sold there are cheap and good quality.  ",1
"	Before pursuing my Masters, I asked a lot of opinions, advices and tips from people who have successfully graduated while working. Majority, if not all would suggest to have proper routine and discipline. Routine can shape the real self and discipline can make you a great person. How do I cope with this? I can say that I am still crawling, unable to successfully adapt discipline into my routine of life. To build a successful in full discipline and dedication needs practice and I am still learning. One of the ways that I recognize is to always set my body clock. Just like the saying early bird gets the worm, this same concept applies to my life as well. When I wake up early, there are so many things that I can achieve, spiritually and occupationally.  Knowing what my priorities are essential to make sure I am able to submit all my works according to the date and specification.  The problem I have currently lingers around the problem of procrastination, lack of discipline which leads to the difficulty of managing my work and study. For some of the works that I was able to finish earlier, really made me feel satisfied and not being under stress means that I can breathe and still feel happy and content with my life. Inconsistency and procrastination are my biggest enemy that I should always fight. My hope is to be able to be more discipline, focus on the important tasks and continue doing it without stopping for pleasure before finishing it. The duration for an assignment is so long and there is no reason for me to be unable to process it. ",2
"	Besides that, the second challenge is the relationship with my partner. Due to MCO, my partner and I have to stay at home and work from home. Both of us are busy. I need to be a housewife, mother, student and teacher. Sometimes, I do wish that my husband can be more understanding about my work. We argued most of the time at home because he always complains that I look at the handphone all the time and neglect my kids. In fact, I need to reply my students' message. In addition, I have to complete my assignments and face the examination. I argue with him because I think that he can help me more especially in household chores. It is not a good scenario where my kids always look at us when we have some argument. I think that it is not a healthy relationship. It affects my kids too. Sometimes, I find that my eldest daughter will argue with her brother. We have the bad model to them. Indirectly, they learn something bad from us. Therefore, during MCO I think that I always lost my temper. Besides, I feel moody and unhappy most of the time.",0
"	Besides, I believe that relaxation is powerful technique during stressful periods. I nede t�find some time to unwind and let loose in whatever way works best for me. I have deep breathing, soothing music, meditating, gardening and spending time with family members, relaxation is a powerful tool that puts the brakes on stress, and allows me to widen my perspective and tap into my brain's flexible thinking, self-control and creative problem-solving capabilities. By doing this I can overcome my stress and I am able to accept that we have to stay at home to keep our life safe. When I started to feel relax, I controlled my mind and emotion and didn't overact to anything. I tried to calm down and faced the challenges with a peaceful way.",2
"	Cognition merujuk kepada proses mental dan kemahiran berfikir yang membolehkan seseorang belajar dan melakukan sesuatu dalam kehidupan seharian.  Dariapda pengalaman dan pengetahuan yang ada pada saya, cabaran demi cabaran telah saya hadapi dan tempuri.  ",2
"	Cognition which closely related to mental processes or thinking skills that allow people, learners like me to learn and function in daily life, especially to the extent of at home, in the community, at school and work as well as in our relationships. Taking this course teaches me that some of the main types in cognition include attention, memory, processing information, solving problems and planning or organizing. These skills overlap with each other and work together as bits of information enter the brain, processed and acted upon. Like mentioned above, one of my main issues in juggling between study and working is to maintain my attention. The biggest problem is having trouble concentrating on a task for a long period of time. I easily get distracted, especially when many other things happen around me. To help me cope with this problem is the first to, not to put too much demand on my attention span. I need to keep things simple, direct and to the point. For instance, I can only spend ten minutes on this task at a time. I have also learnt that paying attention is not as simple as it seems. Paying attention involves two separate functions which are the ability to focus on things that matter and the ability to ignore the things that do not matter. These two are distinct and separated processes in the brain. These processes are so separate; in fact, there are different networks of brain structures that carry out their respective functions, each of which is critical for attention. If either of these brain processes is impaired, we lose focus, I lose focus. I really understand that my inability to focus is much of the inability to filter out distraction, not my lack of concentration. ",1
"	Distraction often happens internally and externally in my life. One thing that I practice to maintain my well-being is to check up on myself every day and practice self-care. For example, endlessly ask myself, what is happening, how do I feel, what cause my emotional feeling toward the event, and reflect on what I should or could do to make it better. Turning off voice and notification have been a long practice since years ago as I am consciously aware of the unwanted distraction is annoying to me. Recently, google analytic and digital marketing have been conquering social media with tones of advertisements which also affecting the original intention of surfing social media. Sometimes, I withdraw myself from social media to detoxify my thoughts and prevent to get hook as to when scrolling social media it does bring impact on my wandering. The distraction will continuously bring forward to the next task after surfing and affect productivity. Recently, one thing that I learned is to have productive learning by scheduling short breaks in between study and work. It does make some changes to my past practice of doing work for a long time without a break. Taking a break, such as a walk for a few minutes away from the desk, prepare dinner or watch some documentaries, helps me to relax my thoughts and refocus on work after the break. It helps to reflect how far I have gone for my work and continue with that momentum. I am a person who sits in front of the desk for a long hour and is lazy to get sweaty. So, I will always exercise in front of the working desk by moving my legs and arms, node my head, shake my hand, etc. to relieve the pain on my stiff necks and shoulders. Next, listen to Mozart instrumental music does help me to concentrate on my work. I also listen to different instrumental music frequently because it helps me to relieve my pressure and get a peaceful pace and calm my mind by immersing myself into the soft music rhythm. Sometimes, I play a musical instrument to release my stress as well. It helps a lot to reduce my stress and get a clear mind after the play. In sum, I could say that taking care of myself is vitally important to maintain my well-being because I am responsible for my feelings and emotions. No one could understand better than me. So, by recognizing my state of health could enhance my cognition, affection, and behaviour throughout my development.",0
"	During MCO, I try to spend time reviewing my attitude towards work. I found out that I am actually not so resistant to Information Technology. My lack of confidence makes me feel like avoiding it most of the time. So I made up my mind to overcome this problem. I change my mind and ask my colleagues about the method to use Google Classroom. I also take initiative to go online to find relevant information and watch the video to learn. At the same time, I often encourage myself not to give up but to believe that I will succeed in the end. Today, not only I can  design different types of exercises, I can also help students solve the problems they encounter in technology. My self-confidence has slowly grown. I also start to enjoy online teaching. This change made me more aware of what I can do if I want to.",2
"	During MCO, many things are restricted and people cannot work. This has affected the economy in a serious way. The lives of the people have also been disrupted and many pressures and challenges have been added to everyone, including myself. ",0
"	During MCO, various fields face different challenges. Some people rejoice and others worry. People who are usually busy working can take advantage of this opportunity to take a good rest, but it is a nightmare for the restaurant operator, because they cannot operate and have no income.",0
"	During night time, my husband will help take care of my son, so I can concentrate in completing assignment. Sometime, when I face problems in teaching, I will ask my colleagues to teach me the method to use Google Classroom or I can find advice online. This night time is very important to me because I can do my own thing. However, sometimes when my son cries, I still have to put down my work to accompany him. Usually,  I will wait for my son to go to sleep before I continue the unfinished assignment. Therefore, I often go to bed late because I have to use my sleeping time for my assignment.",0
"	During RMO, I did not do much to maintain my well-being. Living in a kampong, I only managed to rake the leaves around the house and that had made me sweat enough. If living the previous normal, I would join my friends going to my aerobic class and workout class. The classes that I joined must be indoor and specifically for girls only. Growing up, I as well realize that I am a very private person and feel so shy around others who may be doing exercise in public. This well might due to my weight previously; which was very heavy and being teased during teenage years had made me realize that I might have a very low self esteem. Spiritually, I am really happy and glad that I am born into my religion, Islam. In fact, this is one of the best things that I am grateful that I get in my life. I try to maintain my religious life by watching and listening to all the Islamic talks and I have read and collect all the books that is closely related to me spiritually. I am happy that my best friend aka my father, loves to share and read the books with me. This just makes me feel at ease and glad that my loved ones would love to share the same love and interest with me. By reading a lot of books, especially learning this course has helped me comprehend myself psychologically better. Self enhancement book also has helped me a lot and thoroughly.",2
"	Everyone has 24 hours, including me. Before MCO, I usually feel time is enough for me and I always have extra time to do what I like. However, during MCO, time becomes a luxury for me. I need more time to deal with many things. Therefore, I need to have wisdom in managing my time so that I can have a balance life for my work, study and family.",2
"Getting distracted unnecessarily is frustrating because it affects the productivity and challenges to meet the deadlines with slower reaction time and memory retention. When the due date is around the corner, and I have the intention to focus on finalising it, the distraction can ruin the concentration. Stress might be one of the factors in my inability to focus or overcome the distraction. My brain might produce cortisol (stress hormone) which can cause aggression and impulsive behaviour. Fortunately, cognitive psychology knowledge helps me to notice how my attention works in time and space. I also make me aware of my distractibility level, identify what works and doesn�t, and make adjustment accordingly to make sure I could be in a better form to utilise my cognition and affective competency and problem-solving skills. Despite, it is helpful in some way, but sometimes, I failed to withdraw from the distraction until the stimuli are absent. Get distracted easily can be caused by overwhelming and invincible feelings to a long queue of to-do lists. It happens when I am to give up before I start. Our mind wires the preserve energy whenever is possible. If I do not have to complete the work or tasks, I might need not to do it. But I allow myself to get stuck into distraction. With that selection of decision, get distracted forces my brain to multitasking in a sense. It is proven by neuroscientists that learning new information while multitasking is not beneficial as the information will transfer to the wrong part of the brain. It reduces either of the information retentions. During multitasking, the brain consumes excessive oxygenated glucose when shifting the attention. If the changeover getting back and forth between tasks too frequent, I will feel exhausted and off-track. I listen to music to cover the sound interruption when I get distracted sometimes, but I often get exhausted. From another point of view, I get distracted easily maybe I am not fully engaged in my work. I feel like I am working hard the whole day sometimes, but my mind might be fighting over boredom. If I enrol in a complex task which requires more of my attention and working memory, which mean I might have less mental capacity remaining to wander to the external distraction. When a more challenging task is assigned, it might push my skills and limit and generate a hyper-focused tendency on my work. From different perspectives, distraction can perceive as a positive element which gives my brain some time to relieve pressure on something and refocus. For example, when I get distracted, I can stop my work and focus on other work, such as house chores, to have some break. When I free up myself, my brain has more free time to repair the problems. With the stated above, it reflects my executive attention system was involved in dealing with the situations by controlling my attention and dealing with conflicting responses",0
"	Hence, I started to do my work in my way. After, I felt refreshed and I was ready to start all my pending works. I revisited my daily schedule and made changes. I focused on key priorities and dropped a few things had caused me anxiety and stress. I ensured that I had a balanced schedule for work, family and myself. I protected myself from feeling anxious when others were interested to build up their business or build up skills. I tried to help others and be supportive to others. I assisted others in their time of need by providing help. For example my neighbours, Mr Supa and Mr Raman discussed in whatsapp group to hand over some donations to people who lost his job during MCO. They started to collect some donation and I contributed too. 	",2
"	I am living with my mother and second brother during the MCO period. Usually, there are only my mother and I staying at home. My second brother is working in Singapore. He will only back home during the weekend. But he was ordered to stay in Malaysia for work during MCO. One of the biggest challenges that I have to face during MCO is to deal with the distracting environment created by my family at home. A few situations are happening that are considered extremely distractive to me when I am studying or doing my work in my room. First of the condition is that I could hear the loud TV sound came from the living room where the sound frequency can penetrate to my room. Second, my brother always plays music loudly outside of my room. Thirdly, the noise that came from my brother and his friend when they are playing in the living room, which the gathering situation should not be allowed during the MCO period. Usually, I will fully utilize the facilities in UTM such as the library to have personal time for study and work purpose after class. Unfortunately, MCO has made some drastic change to the normal.",0
"	I am very grateful that MCO give me time to stop and rest within my busy lifestyle. It also gives me opportunity to know myself more in life. I used to think I am a person who can handle stress well, but when there are too many things to deal with, I become very stressed and unstable. At first, I try to deal with everything at one time but I fail. When I understand my own cognition, I learn to do things at my ability, not only things are settled, my emotions can be manage well. This made me understand that I need to do things according to my ability and pace. Therefore, every time before I go to bed, I will arrange the work for the next day step by step. In this way, no time is wasted and everything can be done on the same day. In my financial, I will management give priority on buying the necessary food first and try to save on the usage of water and electricity. Since masks and hand sanitizer are out of stock, I will try to buy them through various channels.",1
"	I need to manage my attention within both internal mind-wandering and external environment events every day. Unpredicted events will always be occurring or surrounding me. It wont go anywhere, such as birdcall, thunder, fan spinning sound, and rain sound, etc. I perceive attention management is significant in life. Despite distraction attention affects my productivity, I have to learn to overcome and take control of the distraction. I believe it is one of the best things that I can do for myself. In the situations stated in Q1, I perceive I am experiencing a Stroop effect. The task-irrelevant stimuli are powerful to grab my attention. Perception and attention enhance my competency to know about the stimulus and take action on. In the context of the studying process, what would happen if I make value out of the interruption? Would it helps my brain refocus and decompress my brain for a moment? What would happen if I manage the stress under control, such as relax the mind or practice breathing? Would it help to regain focus and overcome distraction? What would happen if I make an effective plan for task complexity and priority? Will it enhance my processing capacity, perceptual load or working memory? What would happen, if I make a quick change in planning when I feel bored or get distracted easily on my work? Under the uncontrollable environment when the distraction is diverse and frequent such as the people passing by, peripheral sights, and sounds, etc., would express inattention work? Would breakdown tasks into small goals enhance focus and generate a sense of reward for accomplishment and progress on the work to minimise waste of time or frustration? Would I less likely to be distracted if I work on high-load tasks? If the environment is unchangeable, I might have to change the external environment. Self-reflection can cultivate and nurture my cognition, behaviour and attitude to overcome the encountered distractive attention and reclaim my focus. One of the good cases practises is that I silent my phone when I am on work. It could control the external stimuli and work effectively on me. Besides, I started to set a daily goal from the overwhelming tasks on sticky notes to make sure I am clear with the type of work that I will be working on and arrange a suitable time for each. When I set a deadline on the breakdown task, I have a strike of focus and avoid distraction in any way possible. I figure out alternative ways to enhance my working memory and get hyper-focused when I know I have to get somethings done on time. The practice of self-assessment helps me to put a curb on the distraction. When I am paying attention to my thoughts and understand that my mind was distracted allows me to manage what I should prioritise to focus on and redirect my thoughts before it gets worsen.",1
"	In addition, I understand that it`s not easy to admit that we have problem. But I must trust myself, my partner and family. Therefore I need to accept that argument is not the hardest step. There`s no harm in talking about it with our family. I discussed this with my wife. We try to accept the truth and the reality during MCO. My wife and I had a similar feeling as we missed our routines, students and friends. My wife told that she missed her family members who are staying in Perak. She didnt meet her parents for more than 6 months. When we started to discuss, I realized that my wife was worried about her family too. I try to understand her situation as a mother, as a wife and as a teacher who is struggling to control her emotion. So I can understand about others perception too. The outcome of our discussion, I noticed that I didnt argue with my wife for simple issues. I also can control my anger and didnt show it to my children or wife. ",2
"	In dealing with teaching, I think I have done it right because I choose to calmly face my inner fear, that is lack of confidence. Moreover, I am willing to change my old thoughts, try new things and let myself gain new knowledge. This change is a big breakthrough for me because it is actually difficult for me to change. Besides, I also have the patience to teach students. At the same time, I am happy to help parents or students who face problems with technology. In doing these things, I no longer tired but I am willing to do it. This is where I found myself changing the most after I understand my cognition and face it. Therefore, I think that the cognitive psychology has helped me a lot.",2
"	In my study part, cognitive psychology allows me to see that past bad memories can affect the way I look at my future. For example, due to my previous failure, I become lack of confidence in things that I am not sure about. This discovery made me see that it is my lack of confidence that made me think that I am not good at English pronunciation. I am determined to work hard in this regard. At the same time, I also know that I am a person easily affected by things around me. By knowing this, I purposely pay special attention when recording my assignment so that I will not be disturbed. Beside that, it helps me to analyze the problem so that I can find a better way to solve the problem of group assignment. ",1
"	In order to make good use of limited time, I divide my time into three parts for my work, family and study. These three parts are morning time, afternoon time and night time. When I wake up at 5:30a.m., I will start doing housework such as washing sons clothes, preparing breakfast and others. I try to finish my house chores while my son is sleeping. In this way, I will not be disturbed by my son so I can concentrate on my stuffs. After that, I will prepare my teaching work such as prepare some practice questions for students, write lesson plans and mark my students work. Sometimes, I will also need to reply questions sent by my principle or send messages to parents. I try my best to finish my teaching work in the morning. When my son wakes up, I need to give my son full attention to teach him his homework and play with him. After that, I will help my mother-in-law to prepare lunch. This is what I will do in the morning.     ",1
"	In the case of online teaching, the knowledge of cognitive psychology helps me to see clearly that my lack of confidence is because my negative preconception feeling that learning new technology is very difficult. However, I decided to change my mind and give myself the ",1
"	Learning about cognitive psychology is an advantage on how to conduct my thinking and to learn about parts of my brain really makes me understand the complexity and the beauty of our brain. One of the many things that help me to cope with the challenge of studying alone is to understand that studying a small amount of material at a time is a smart move. This is important so that I can minimize the interference created from other information that I want to encode into memory. This is much applied on the knowledge of working memory and long-term memory. When I need to study multiple topics in the same study session, its best to study topics that are as different as possible, as this helps to avoid interference from related information. Besides that, I need to apply the concept of semantic memory; which does not just store entries like a dictionary; they are stored like an interconnected network. By having these ideas connected, thinking about one concept can help me remember related concepts. Firstly, outline the main topics I want to study and arrange them as a hierarchy, showing how specific ideas are related to broader ones. To make things easier to remember, I try to keep all knowledge limited to as few words as possible. Another point is, learning cognitive psychology which teaches me that I can test my memory. The act of retrieving information from memory can affect how I can remember the information later on. Doing it over and over quite often strengthens the memory.",2
"	Learning cognitive psychology not only allows me to increase knowledge and understand more of myself, it also allows me to learn to look at things from different perspectives in my life. In the beginning of MCO, I felt a sense of oppression and emotional instability because actions were restricted and too many things had to be handled at once. However, when I look at it from a positive perspective, I am grateful for it because it gives me more time to spend with my family during MCO. I can also schedule the time accordingly. I began to enjoy working from home. At the same time, I also have the opportunity to learn cooking skills from my mother-in-law. This not only saves money, but also able to prepare healthy and delicious meals for my family everyday. My relationship with my mother-in-law has become better. ",2
"	Lukas Herrmann, one of the study authors and a researcher in social neuroscienc� used to said: ""You need to know yourself to understand other people.""�This shows that it is so important to understand yourself.			",1
"	MCO happens unexpectedly and the first time it was announced, it was scheduled for a week, which started during the school holidays. The same holiday that first time I planned to stay in Batu Pahat to finish my incomplete works as a teacher. I will not forget the day our Prime Minister announced it, and I quickly called my sister in Selangor to purchase a bus ticket to Batu Pahat one day before the MCO started. We were so glad she was able to safely reached Batu Pahat and our family would be one again soon. As planned for the school holidays, my mother and my youngest sister would be staying in Muar, at my grandmother’s. My grandmother is bedridden now and my mother would like to take care of her. We followed her suit and together my middle sister and I, joined them at kampong. And this is when my struggle started. Imagine a two storey house where the combination of wooden and stone, a typical old house. The biggest challenge that I faced during MCO is the weather. I have never, in my life, felt so hot and burned in a house. There was not even one place that was cool enough for us to rest, let alone doing work. The heat was agonizingly painful and we would have to shower and lie still on the floor just to feel a little cool. Cooking and eating were always in sweat, let alone doing work. I could not do my work, study or anything in between during the day. At night, when we switched on the lights, insects and bugs from all over the world it seemed, would came by and occupied the space. To find a comfortable place to study itself is so painful, though every day, we are grateful to have a place to live. Even with this difficulty, my sister and I forced ourselves to set up a place and only study during the time we were able to tolerate the heat. Talking about kampong, which meant totally not in uptown scale, the internet coverage is one of the toughest things to get here. Only two companies offer the available coverage here, and I have spent money to buy another new sim card just to get ahead of what is going on. Another massive challenge that I find out during MCO is to finding the motivation. I am always inspired by people who are successful, and the drive to be a thoughtful and intelligent learner will motivate me to do better. However, during MCO, none of this comes out. I rather read books on religious matters, or just be in my cave rather than facing the reality of on what my priority is.",0
"	On my English speaking, I often feel that my English is not good enough that makes me afraid to use English for presentation. To overcome this problem, I ask my husband to guide me how to pronounce word by word. I also use technology to learn pronunciation while listening. Slowly, I became more confident. In order to focus, I choose to record my assignment at night time because it is more quiet. Although it takes me three days to record, but when I saw the result, I feel it is very worthwhile. Besides that, when doing group assignment, team member and I use google meet to discuss. This way allows us to share our ideas on the spot without time constraints. We can see the problem through the skills of google meet and immediately correct the error. It virtually made me realize that I liked to discuss assignment face to face, so that I would understand the requirement of assignment.",1
"	Other than my work, my daily life is also affected. The working hours are not like my usually working hours at school. Since my work place is changed to home during MCO, I have to adjust my time so that it will not affect other aspects of my life, such as housework, take care my son, do assignment and so on. At the same time, I also have to make time to supervise my sons academics because he cannot go to kindergarten during this period. This adjustment makes me feel that time is not enough because too many things are waiting for me to deal. This also indirectly affects my mood.",2
"	Personally, knowing cognitive psychology helps in understanding a specific process and moment that is working behind the scene. In the case stated in Q1, cognitive knowledge allows me to identify the situation as a distraction attention condition. I perceive that I could not attend to one event (studying) when another event (sound distraction) is happening and respond to the situation accordingly. The challenge is how to apply the knowledge into real life and generate solutions to solve life problems with the knowledge acquired to make it valuable. I am aware of the things that I am focusing on under distraction which my neurons are responding to the external audio stimuli impacts my perceptual ability on specific tasks. Maybe the work on hand is a low-load task causes a remaining perceptual capacity in my brain to process the task-irrelevant stimuli, and get distracted. I also reflect, am I too sensitive to sound? When the car and neighbour pass by, I could hear the sound and conversation from my room. Often, it is hard to get back to the task when I am interrupted by the stimuli. I have to keep starting over and over again. It is ineffective with my low ability to return to work after I got distracted. Forcing myself to progress under the distractive situation is unproductive as well. But I am also concerned about how I could manage to tune out from the distraction. From my past experiences, I try to relax and identify the things that caught my attention when I realized I got distracted a lot. I reflect, why am I so curious about the task-irrelevant stimuli? Knowing what is the external stimulus that I could and could not change help me to progress in some way. For example, silent my phone and put far away from my workplace is controllable and efficient because I know I will get distracted when the notification rings. Even a single sound could interrupt my thought process and ruin the effort. Apart from a controllable stimulus, there are situations that I could not control. I have to change my perception towards the stimuli. For example, try to move my workspace farther to where the sound comes from, be inattentive to the stimuli, try to tell myself to ignore the disturbance and focus on work or listen to instrumental music, etc. One thing that I did to push my limit over the distraction is to continuously remind the deadline of the tasks that I have to meet. It works, but the effect is inconsistent.",2
"	Similarly, I also encounter different challenge during MCO such as learning to teach online at home, insufficient time, my finance is in trouble and I am unable to discuss face-to-face with my team members on my assignment  and so on. Although these challenges seem to be a lot, but I believe they can be solved one by one as long as I persist. ",0
"	The mentioned situations in question one (Q1) are the most difficult situations that I have to face and deal with the distractive feelings that I felt. It is unavoidable to deal with the situations living with family. I understand that everyone has the things that they want to do at home, but I expect it to be no influence or disturbance to other people within the space. With the expectation, when the situations occur, I will always confront them that it interrupts my focus on work. I also request them to lower down the volume or even provide suggestion to plug-in headphone for a win-win situation. Unfortunately, it often being ignored. Knowing the environment is unchangeable, I tried an alternative to plug in the earphone and listen to instrumental music to cover over the disturbance sound, but I hardly focus on the study or develop thought process for work. I have had tried to tell myself to ignore the voice and focus on my work, but the sound interruption has such a strong effect on my cognition. Sometimes, it engenders my frustration and helplessness feeling for unable to change or control the condition. The struggle within myself is, why I could not focus on my work and easily get distracted by the sound interference? I reflect they are just doing the things they preferred. There is nothing to do with me. It might be my problem to get trigger by the sounds. It is inefficient to cope with the distractive situation in a forceful condition. So, I focus on my work when there is no sound distraction to make sure I can perform my work effectively with my thought process. When there is a distraction, I will try to daydream, sing, play music instrument, do house chores or take a nap to overcome and make sure I fully utilise my time. The third situation is where I could not take it anymore. Gathering during the MCO should be avoided, but my brother invited friends over to play at home until late at night. The laughter and game sound remain until midnight 3 to 4 am. It powerfully affects my sleep quality. I tried to tell myself to ignore the sounds, blank my mind and fall into sleep to get rid of the stimuli. Sadly, I failed to withdraw from the interruption until they leave. I ponder over the situation, how my mother could sleep under this annoying condition? Is it my problem in dealing with this situation? Are there individual differences in the ability to deal with distraction? Is the effort that I put in insufficient to withdraw from the interruption?",0
"	To maintain my healthy spiritual health, I will look for deeper meanings in my life and through analyzing occurring patterns, it helps me to see that I have control over my destiny. I often do relaxation exercises and prayer to improve my state of mind and outlook on life. At the same time, I will view things in my life in a positive manner, slowly I find myself thinking differently and able to refocus my mind to a happy and healthy place.",1
"	Wayne Dyer said that Change the way you look at things and the things you look at will change.� Firstly, try to change a fixed mindset to a growth one. Our mindset is the ideas and attitudes that shape the way we think about ourselves and the world. Our mindset affects the way we behave, our outlook on life, and our attitude towards everything going on around us. In a growth mindset, people believe that their most basic abilities can be developed through dedication and hard work. This is illustrated that I always try until I get the result I want. I keep searching the information online and discussing with friends while doing the assignment. Thus, it takes a long time in completing an assignment because amendment would be made frequently until less erroneous. Willingness to learn from the people around me is another example. Yi Lin and Shih Min, whom I always seek the advice and suggestion are very willing to teach me.",1
"	We would face many challenges and problems throughout our life. The most important is how we perceive ourselves dealing with those challenges and overcome them. Here are some methods I would like to share.",1
"	When dealing with my studies, I found out that I am a person who want to solve a problem fast whenever I encountered any problem. This can be seen from learning pronunciation and doing group assignments where I am very determined to find an appropriate method to solve the problems. Through cognition understanding, I realize I lack of confidence in myself, so very often I do not believe in myself. Fortunately, I am a positive person that makes me willing to face everything bravely and make the impossible possible. Besides, I also saw that I am someone who do not give up easily. This can be seen from the three days I spent recording. Therefore, I consider myself successful in dealing all my challenges by applying cognitive psychology.",2
"Accept and let go. Accept life as it is now. It doesn't matter how many or what kind of challenges you are facing. See them as opportunities for growth. This way there is no point in feeling bad about them anymore. They are here to help you. Accept yourself as you are now. may have flaws, may have made mistakes that have contributed to the situation you are in now, but that is not important. Let go of your past and forgive yourself. All that counts is what you do in this moment! Let go of fears, stress, and frustrations toward this situation and the people involved, even if think someone else is to blame for situation. Feeling anger or hatred toward this person will only (negatively) affect yourself. How do you accept and let go of things? With a simple exercise called meditation. After four years of daily meditation I can vouch for the fact that it is a very effective tool for getting rid of stress, negativity, frustration, and anything else that is not serving you. Learning to meditate is the biggest gift you can give yourself.",1
"After discovering the problem, I manage to cope with my life well. I need to balance my time with my family, work and study. It is not easy but slowly I made it. ",2
"After having the knowledge about cognitive psychology, i learn more about how people think and process information not only helps researchers gain a deeper understanding of how the human brain works, but it helps to solve my problem. ",2
"After knowing about my own cognition, it slowly helps me to cope with my challenges. The biggest change on me is my own emotion. I become a happier person. I don't get angry easily. As a result, it affects my family members too where I don't argue with my husband and I don't simply lost temper on my kids. ",2
"After knowing the causes of my challenges and problems in attention, I found out some indicates concentration and attention with problems in me during MCO such as not enough of concentrate, easily distracted and feel bored. In order to cope with the challenges, I tried use some strategies to help me with focusing my attention. I had limited the time spent on any given task. For example, I spend 15 minutes on a task at a time to prevent put too much demand on my attention span. Second, I had tried to focus one thing at a time. I also give myself take breaks to prevent me from becoming overwhelmed by challenging tasks. Besides that, I also tried to limit distraction by simplify the environment. For example, I tried to do revision at night or do my tasks in my bedroom to removing distractors such as noises and conversation of family members. Moreover, I also use the day planner to help me in organize to do my every task. ",1
